County,Dist,District,"2016-17 Total
K-12 Aid",Governor's Budget Message (GBM) 2017-2018 Total Aid,2017-18 Approp. Act Revised Total K-12 Aid,"Equalization
Aid","Educational
Adequacy Aid",Choice Aid,"Transportation
Aid","Special
Education Categorical Aid","Security
Aid","Under
Adequacy Aid","Supplemental
Enrollment
Growth Aid","PARCC
Readiness Aid","Per Pupil
Growth Aid","Adjustment
Aid","Professional
Learning
Community
Aid","Host District
Support Aid",2017-18 Approp. Act Revised Total K-12 Aid,"One Year
K-12 Aid
Difference",Aid Percent Difference
SUSSEX,5360,VERNON TWP,"25,092,893","25,120,661","24,618,248","14,888,366",0,"120,328","2,202,151","2,093,078","326,271",0,0,"33,480","33,480","4,890,424","30,670",0,"24,618,248","-474,645",-1.89%
SUSSEX,5435,WALLKILL VALLEY REGIONAL,"4,724,644","4,745,184","4,650,280","2,938,820",0,"41,080","467,610","421,248","67,325",0,0,"6,580","6,580","693,207","6,770","1,060","4,650,280","-74,364",-1.57%
UNION,310,BERKELEY HEIGHTS TWP,"1,197,251","1,197,251","1,296,302",0,0,0,"134,464","1,052,581","40,882",0,0,"23,045","23,045",0,"22,285",0,"1,296,302","99,051",8.27%
UNION,850,CLARK TWP,"1,080,129","1,080,129","1,146,528",0,0,0,"61,158","976,707","40,859","2,264",0,"21,890","21,890",0,"21,760",0,"1,146,528","66,399",6.15%
UNION,980,CRANFORD TWP,"2,365,757","2,365,757","2,437,543","88,682",0,0,"81,969","2,088,464","67,128",0,0,"37,155","37,155",0,"36,990",0,"2,437,543","71,786",3.03%
UNION,1320,ELIZABETH CITY,"366,581,177","366,581,177","373,294,815","317,023,786","28,521,068",0,"2,981,056","13,554,525","9,987,940","500,000",0,"236,630","236,630",0,"251,280","1,900","373,294,815","6,713,638",1.83%
UNION,1710,GARWOOD BORO,"455,236","455,236","469,359","77,425",0,0,"36,355","323,421","11,310",0,0,"5,120","5,120","5,768","4,840",0,"469,359","14,123",3.10%
UNION,2190,HILLSIDE TWP,"21,360,653","21,360,653","22,000,944","19,723,724",0,0,"110,390","1,827,031","244,325","6,164",0,"29,430","29,430",0,"30,450",0,"22,000,944","640,291",3.00%
UNION,2420,KENILWORTH BORO,"4,388,736","4,435,681","4,674,995","1,482,580",0,"2,125,960","33,288","821,279","43,234","46,156",0,"14,180","14,180","80,478","13,660",0,"4,674,995","286,259",6.52%
UNION,2660,LINDEN CITY,"21,342,950","21,342,950","23,191,774","18,742,418",0,0,"231,526","3,637,033","407,427",0,0,"57,740","57,740",0,"57,890",0,"23,191,774","1,848,824",8.66%
UNION,3470,MOUNTAINSIDE BORO,"505,408","505,408","569,584",0,0,0,"76,605","435,718","19,731","5,780",0,"10,690","10,690",0,"10,370",0,"569,584","64,176",12.70%
UNION,3560,NEW PROVIDENCE BORO,"949,023","949,023","1,056,815",0,0,0,"49,252","898,181","39,922",0,0,"22,920","22,920",0,"23,620",0,"1,056,815","107,792",11.36%
UNION,4160,PLAINFIELD CITY,"124,006,649","124,255,990","126,468,339","103,383,235","11,009,173",0,"1,271,689","4,925,637","3,215,823","423,687",0,"87,220","87,220",0,"95,830","1,968,825","126,468,339","2,461,690",1.99%
UNION,4290,RAHWAY CITY,"20,707,800","20,707,800","21,397,420","18,255,061",0,0,"209,420","2,263,445","473,055","86,609",0,"36,460","36,460",0,"36,910",0,"21,397,420","689,620",3.33%
UNION,4540,ROSELLE BORO,"23,810,181","23,810,181","24,336,033","22,294,833",0,0,"54,056","1,681,565","225,869",0,0,"26,400","26,400",0,"26,910",0,"24,336,033","525,852",2.21%
UNION,4550,ROSELLE PARK BORO,"10,554,830","10,554,830","10,963,398","9,619,107",0,0,"24,011","1,161,432","101,567",0,0,"18,620","18,620",1,"20,040",0,"10,963,398","408,568",3.87%
UNION,4670,SCOTCH PLAINS-FANWOOD REG,"3,014,466","3,014,466","3,200,880",0,0,0,"237,609","2,705,322","98,844",0,0,"53,090","53,090",0,"52,925",0,"3,200,880","186,414",6.18%
UNION,5000,SPRINGFIELD TWP,"1,355,801","1,383,613","1,499,206",0,0,"458,898","80,258","845,688","45,482",0,0,"23,200","23,200",0,"22,480",0,"1,499,206","143,405",10.58%
UNION,5090,SUMMIT CITY,"1,655,470","1,655,470","1,815,901",0,0,0,"33,533","1,574,342","86,761",0,0,"40,670","40,670",0,"39,925",0,"1,815,901","160,431",9.69%
UNION,5260,UNION COUNTY VOCATIONAL,"5,725,257","5,725,257","6,404,315","5,340,530",0,0,0,"965,247","48,058",0,0,"16,700","16,700",0,"17,080",0,"6,404,315","679,058",11.86%
UNION,5290,UNION TWP,"31,072,907","31,072,907","31,286,255","25,765,094",0,0,"306,590","4,600,487","395,293",0,0,"73,510","73,510",1,"71,770",0,"31,286,255","213,348",0.69%
UNION,5730,WESTFIELD TOWN,"3,032,999","3,032,999","3,249,657",0,0,0,"138,112","2,815,067","110,483",0,0,"62,000","62,000",0,"61,995",0,"3,249,657","216,658",7.14%
UNION,5810,WINFIELD TWP,"1,672,892","1,693,712","1,699,398","1,320,863",0,"161,355","60,297","98,817","20,252",0,0,"1,640","1,640","32,874","1,660",0,"1,699,398","26,506",1.58%
WARREN,30,ALLAMUCHY TWP,"568,557","568,557","583,757",0,0,0,"228,966","299,321","37,450",0,0,"6,020","6,020",0,"5,980",0,"583,757","15,200",2.67%
WARREN,70,ALPHA BORO,"1,911,978","1,911,978","1,911,978","1,676,814",0,0,"16,483","199,203","10,077",0,0,"3,270","3,270",1,"2,860",0,"1,911,978",0,0.00%
WARREN,280,BELVIDERE TOWN,"2,838,387","2,838,387","2,838,387","2,549,473",0,0,"1,860","249,632","8,387",0,0,"3,880","3,880","17,405","3,870",0,"2,838,387",0,0.00%
WARREN,400,BLAIRSTOWN TWP,"1,978,747","1,978,747","1,969,506","1,333,417",0,0,"70,649","351,956","52,071",0,0,"5,230","5,230","145,963","4,990",0,"1,969,506","-9,241",-0.47%
WARREN,1620,FRANKLIN TWP,"750,331","750,331","750,331","557,245",0,0,"19,335","147,307","4,013",0,0,"2,190","2,190","16,011","2,040",0,"750,331",0,0.00%
WARREN,1670,FRELINGHUYSEN TWP,"618,360","618,360","605,993","274,195",0,0,"81,177","103,313","12,976",0,0,"1,540","1,540","129,792","1,460",0,"605,993","-12,367",-2.00%
WARREN,1785,GREAT MEADOWS REGIONAL,"5,918,074","5,918,074","5,885,705","4,672,930",0,0,"309,702","763,471","105,232",0,0,"11,800","11,800",0,"10,770",0,"5,885,705","-32,369",-0.55%
WARREN,1840,GREENWICH TWP,"6,020,883","6,029,016","6,029,016","4,770,510",0,"170,793","198,562","699,575","90,234","66,207",0,"11,465","11,465",0,"10,205",0,"6,029,016","8,133",0.14%
WARREN,1870,HACKETTSTOWN,"5,152,332","5,162,137","5,423,776","4,519,177",0,"29,415","19,534","755,124","38,497",0,0,"13,860","13,860","19,610","14,220",479,"5,423,776","271,444",5.27%
WARREN,2040,HARMONY TWP,"366,285","366,285","371,013",0,0,0,"105,722","223,857","31,434",0,0,"3,320","3,320",0,"3,360",0,"371,013","4,728",1.29%
WARREN,2250,HOPE TWP,"972,061","972,061","972,061","684,121",0,0,"103,047","155,088","22,505",0,0,"2,510","2,510",0,"2,280",0,"972,061",0,0.00%
WARREN,2470,KNOWLTON TWP,"1,386,821","1,386,821","1,385,676","1,083,113",0,0,"114,628","144,464","24,644",0,0,"2,230","2,230","12,497","1,870",0,"1,385,676","-1,145",-0.08%
WARREN,2790,LOPATCONG TWP,"3,552,251","3,584,915","3,605,625","2,624,662",0,"163,320","39,846","704,190","26,030","12,277",0,"11,820","11,820",0,"11,660",0,"3,605,625","53,374",1.50%
WARREN,2970,MANSFIELD TWP,"3,597,848","3,597,848","3,621,285","2,979,731",0,0,"119,772","396,644","85,007","19,421",0,"7,110","7,110",0,"6,490",0,"3,621,285","23,437",0.65%
WARREN,3675,NORTH WARREN REGIONAL,"5,014,341","5,024,396","4,958,195","4,073,680",0,"40,220","129,381","607,635","79,019",0,0,"9,650","9,650",0,"8,960",0,"4,958,195","-56,146",-1.12%
WARREN,3890,OXFORD TWP,"2,608,777","2,608,777","2,636,734","2,098,956",0,"136,401","130,857","221,657","29,944",0,0,"3,950","3,950","7,179","3,840",0,"2,636,734","27,957",1.07%
WARREN,4100,PHILLIPSBURG TOWN,"37,483,171","37,483,171","37,483,470","25,265,381",0,"9,314","185,632","1,395,514","776,530",0,0,"24,360","24,360","9,777,099","25,280",0,"37,483,470",299,0.00%
WARREN,4200,POHATCONG TWP,"1,784,292","1,784,292","1,784,292","1,426,667",0,0,"40,863","268,769","34,353",0,0,"4,730","4,730",0,"4,180",0,"1,784,292",0,0.00%
WARREN,5460,WARREN COUNTY VOCATIONAL,"3,149,187","3,149,187","3,166,477","2,793,754",0,0,"57,828","273,356","27,869",0,0,"4,450","4,450",0,"4,770",0,"3,166,477","17,290",0.55%
WARREN,5465,WARREN HILLS REGIONAL,"10,590,833","10,591,450","10,628,706","9,336,871",0,0,"148,391","1,041,953","46,884",0,0,"17,850","17,850",0,"18,290",617,"10,628,706","37,873",0.36%
WARREN,5480,WASHINGTON BORO,"2,785,753","2,786,022","2,845,285","2,497,251",0,0,"11,162","295,434","23,302",0,0,"5,260","5,260",0,"5,460","2,156","2,845,285","59,532",2.14%
WARREN,5530,WASHINGTON TWP,"2,638,245","2,638,245","2,585,480","1,702,476",0,0,"258,367","329,211","47,406",0,0,"4,950","4,950","233,600","4,520",0,"2,585,480","-52,765",-2.00%
WARREN,5780,WHITE TWP,"1,748,109","1,748,109","1,713,147","581,054",0,0,"249,609","313,648","49,562",0,0,"4,710","4,710","505,534","4,320",0,"1,713,147","-34,962",-2.00%
